"text","label"
"Chất lượng sản phẩm tuyệt vời mỗi tội áo rộng quá 😞 mình mặc không được đẹp lắm","Neutral"
"So với tầm tiền thì khá là ok","Positive"
"áo nhũ kim tuyến chất rất ok,","Positive"
"Mua áo một đằng gửi một nẻo","Negative"
"áo y hình chuẩn size","Positive"
"Mình rất thích","Positive"
"dùng 1 lần đã bị hỏng","Negative"
"Đồ quá rộng","Negative"
"Thời gian giao hàng rất nhanh","Positive"
"Quần vừa, vải mềm, giãn tốt, nói chung là ưng ý","Positive"
"Chúc shop luôn đông khách nhé","Positive"
"Áo rất đẹp","Positive"
"Còn nhiều chỉ thừa","Positive"
"Bị mất tai mèo..","Neutral"
"Xđ là vứt chứ mặc à","Negative"
"Đồ đẹp qa shop ơi 😍😍 c.ơn shop nhìu nhé 💕💕 Shop phục vụ rất tốt","Positive"
"Tầm tiền này có nhiều lựa chọn TỬ TẾ hơn nhiều, hy vọng Shop thay đổi làm ăn uy tín giữ khách lâu dài","Negative"
"Giấy rất mềm","Positive"
"Quả này hơi mỏng, không như mong đợi","Neutral"
"Chất lượng oki, giao hàng nhanh","Positive"
"Xinh ngất luôn","Positive"
"Chất thì xấu hơn 2c kia","Negative"
"Tuy nhiên bao bì gói bị mờ khá nhiều","Positive"
"Có ra 2 cái màu đỏ luôn","Negative"
"Đóng gói sản phẩm rất đẹp và chắc chắn, Chất lượng sản phẩm tuyệt vời, sp dep","Positive"
"Vải quá xấu","Negative"
"Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh","Positive"
"Sản phẩm móp méo , k có hộp","Negative"
"Vải mỏng Giá cả chấp nhận được","Neutral"
"Áo may kiểu gì, 43kí mà mặc chật nách, chất vải thì được","Negative"
"Hơi bay mùi keo","Negative"
"Phục vụ tốt , chât lượng OK","Positive"
"hai long san pham","Positive"
"Còn quần Muji trông bắt mắt nhưg vải co giãn 1 tẹo nên mặc hơi kích, mua 4c theo combo thì 1c lại bị quá nhỏ so với 3c còn lại","Negative"
"Không đẹp lắm Chất lượng sản phẩm tạm được","Negative"
"Chất lượng được nhưng hàng bị rách tuột chỉ","Neutral"
"Ủng hộ dài lâu","Positive"
"Chất cũng đẹp nhưng quần hơi ngắn","Neutral"
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn","Positive"
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn yêu chị nhi lắm ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️","Positive"
"Nói chung sản phẩm tốt 👍👍👍","Positive"
"Tay áo hơi ngắn ạ","Neutral"
"Chất vải Ko dc tốt đóng gói xấu","Negative"
"Áo rất oke","Positive"
"Chất lượng sản phẩm tuyệt vời.Chất lượng sản phẩm tuyệt vời","Positive"
"Chất lượng sản phẩm tuyệt vời Giày xinh dã mannn","Positive"
"Chẳng lẽ mình trả lại hàng","Negative"
"Sp rất đẹp !!!","Positive"
"Thời gian giao hàng cũng nhanh ...sản phẩm tạm được","Neutral"
"Áo ngắn quá, mặc chưa qua rốn, b nào ng nhỏ con thích thì pm mình bán rẻ cho, Sau này nhờ shop ghi thêm dài áo để dễ mua, sp giống hịn","Negative"
"Chất lượng sản phẩm tuyệt vời Rất đáng tiền vải đẹp mát","Positive"
"Hàng đẹp, đóng gói tốt","Positive"
"Hàng ko đúng lót lông loại thường gom quần co nhỏ xíu ngắn ngủn","Negative"
"Sp đúng mô tả nhưng hơi rộng nách thời gian giao hàn rất nhanh","Positive"
"Cám ơn shop","Positive"
"Chỉ có 2 tà đề cột hơi ngắn nếu dài thêm xíu nữa sẽ trông rất đẹp","Positive"
"Đây là chảo sơn nha mn","Neutral"
"Áo cực đẹp luôn shop ạ, giá lại rẻ ^^","Positive"
"Tay áo phồng to so với mình","Positive"
"Đóng gói sản phẩm chắc chắn","Positive"
"Sẽ tiếp tục ủng hộ shop","Positive"
"Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh","Positive"
"Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn, Sip nhanh siêu tốc","Positive"
"Shop còn tặng thêm dây buộc tóc dễ thương nữa","Positive"
"Thêm điểm trừ nữa là màu áo thật tối hơn so với hình, mặc lên cảm giác bị dừ 😭😭😭","Neutral"
"Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt","Positive"
"K chấp nhận được sản phẩm","Negative"
"Giao không đúng màu và phai màu nhiều lắm","Positive"
"minh mua 7 ao cho minh va ox. cam ao len rat thich cam giac rat miem mai rat mat .chat luong rat tot.. mua dung di choi hay di lam dieu rat tot. cam on shop nhe , cam thay xung dang dong tien","Positive"
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn","Positive"
"Chất lượng sản phẩm tuyệt vời,bé nhà e rất thích","Positive"
"Hình ảnh và sản phẩm khác 1 trời 1 vực, quả bóng rổ mà bé như quả trứng gà","Negative"
"Áo mình đặt màu đen nhưng lại giao màu trắng cho mình","Negative"
"Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh","Positive"
"Được mua sản phẩm tốt, còn được tặng quà nữa","Positive"
"Shop phục vụ rất tốt Rất đáng tiền .Thời gian giao hàng rất nhanh,nói chung shop hoàn hảo rất ưng ý","Positive"
"Giao hàng nhanh","Positive"
"Giao hàng nhanh, sp tốt","Positive"
"Hàng giao nhanh , sản phẩm giống 90%","Neutral"
"Tks shop đã tư vấn nhiệt tình nhé","Positive"
"Chất lượng sản phẩm tuyệt vời Áo màu rất đẹp nhìn là thích thôi","Positive"
"Chất vải khá là mát","Positive"
"Cho đúng mấy màu k mặc đc nổi","Negative"
"Đặt hàng size 2XL mà đi giao hàng size L","Negative"
"Ủng hộ hàng vn","Positive"
"Cho shop 10 *","Positive"
"Chất ok,qua hop ly vs gia tien,se ug ho shop dai dai;)","Positive"
"áo đẹp lắm ạ!!!","Positive"
"Áo không có dây rút trên nón và dưới áo như hình mô tả","Negative"
"Nc ok","Positive"
"● Điểm cộng: Màu son rất đẹp","Positive"
"Hàng bị móp méo","Negative"
"Ko phải lụa mà là phi bóng cả may","Negative"
"Đủ số lượng, đủ chất lượng. 5 sao cho shop","Positive"
"Mà rẻ z bảo sao vải đẹp","Negative"
"Chất lượng sản phẩm tuyệt vời Chủ shop nhiệt tình mình sẽ ủng hộ tiếp ạ","Positive"
"Chất lượng sản phẩm kémÁo ko ôm vào ngực","Negative"
"Ngoài ra hình in trên áo có nguy cơ nứt nẻ sau vài lần giặt rất cao","Negative"
"Chất lượng sản phẩm tuyệt vời","Positive"
"Giá lại rẻ","Positive"
"Mua 3 chiếc của shop nhưng đc mỗi chiếc màu đen là chất được","Neutral"
"Vải áo đen hơi xấu hơn so với các màu khác Thời gian giao hàng nhanh, chất vải ok","Positive"
"Áo đúng như hình hàng giao rất nhanh","Positive"
"Mình 94 mà mặc méo vừa","Negative"
"Lớp bên trong màu k giống trong ảnh","Negative"
"Phím bấm long ra . nói chung ko nhue quảng cáo","Negative"
"Ao xấu","Negative"
"Áo rẻ nhưng k phải kiểu mua về vất đi, mặc cũng hơi bí xíu nhưng k sao","Positive"
"Chất lượng sản phẩm tuyệt vời","Positive"
"Form siêu chuẩn","Positive"
"Lên chân quá đẹp","Positive"
"Chat dc với giá thành","Positive"
"Chất lượng sản phẩm tuyệt vời","Positive"
"Thời gian giao hàng nhanh, balo nhìn đẹp nhưng đường may không chắc chắn, bị bung chỉ khá lớn","Negative"
"Đây không phai lỗi của shop nhé, tại minh ham re thôi","Positive"
"Hàng vải giống hình","Positive"
"Chốt thì vẫn rất đáng tiền","Positive"
"Vải rất mỏng","Neutral"
"Áo đẹp, vải dày đẹp lắm nhé shop","Positive"
"Hình 2 sọc nhưng nhận đc áo là 3 sọc","Negative"
"Sp khá được","Positive"
"Shop phục vụ rất tốt Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Rất đáng tiền Thời gian giao hàng rất nhanh","Positive"
"Hoàn toàn hài lòng. 5 sao cho shop!!","Positive"
"Màu 16 lên môi nhu màu hong nude zay","Neutral"
"Mút ngực may lỗi nhé shop","Positive"
"Cũng tạm đuoc..","Neutral"
"Áo phù hợp với giá tiền","Positive"
"Vải đẹp và rẻ quá","Positive"
"SẢN PHẨM RẤT ĐẸP, GIÁ VỪA TÚI, CHỦ SHOP ĐÁNG IU","Positive"
"Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền","Positive"
"Mua đồ chỗ shop ưng ý lắm","Positive"
"Thời gian giao hàng rất nhanh Rất đáng tiền Thời gian giao hàng rất nhanh","Positive"
"Chất lượng sản phẩm tuyệt vời","Positive"
"Thay vào đó là mác đã cài kim băng","Negative"
"3 áo len ngắn tay thì đẹp,áo dài tay cũng đẹp nhưng màu rêu ra màu ghê quá","Positive"
"Đẹp, tốt, đóng gói kỹ lưỡng, mọi người hãy tin dùng","Positive"
"Đóng gói sản phẩm rất kém, Shop phục vụ rất kèm, Chất lượng sản phẩm tạm được","Negative"
"Mình đặt 5 cái áo mà chỉ có 4.tiền vẫn thu đủ 5 cái.shop làm ăn mất uy tín quá","Negative"
"Rất ưng cám ơn shop","Positive"
"Chất lượng sản phẩm tuyệt vời ..mình mua cho vk .bây giờ mình mới xem vãi có tốt hay k ..vãi mát màu & đầm giống như hình .., Rất đáng tiền","Positive"
"Áo đẹp ạ","Positive"
"Hài lòng với sản phẩm","Positive"
"Áo siêu đẹp luôn","Positive"
"Dùng làm đồ chơi cho trẻ con thì được chứ để tập thì không","Negative"
"Chất lượng sản phẩm rất kém","Negative"
"Thanks shop nhiều","Positive"
"Để đây cho ai mún mua","Positive"
"Tất cũng xinh, đi với giày hợp luôn","Positive"
"Kết nối vs các thiết bị cũng khâ ok","Positive"
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn .quá hài lòng về sản phẩm của shop ạ 😘","Positive"
"👍👍👍","Positive"
"Túm lại cho 5sao","Positive"
"Cho toi gio van chua thay shop bù hàng.","Negative"
"Giá chuẩn","Positive"
"Hàng đẹp, làm ăn lâu dài","Positive"
"Ae mua có thể yên tâm","Positive"
"Yeu cau doi ko doi","Negative"
"Vừa vặn","Positive"
"Thời gian giao hàng nhanh Thời gian giao hàng nhanh Đóng gói sản phẩm chắc chắn Đóng gói sản phẩm chắc chắn","Positive"
"Nhưng cho shop 5* vì áo khá ok so vs giá","Positive"
"Tệ quá giao hàng bi rách cho khách bó tay shop làm ăn vậy xấu lắm Chất lượng sản phẩm rất kém","Negative"
"May vớt vội cái áo trắng chứ ko hỏng luôn áo","Negative"
"Nói chung là tàm tạm","Neutral"
"Shop vô cùng tuyệt vời","Positive"
"túi dày đẹp","Positive"
"Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh Cực kì nhanh","Positive"
"Nếu mặc 1 thời gian mà quả ngực không bị vênh ra không khớp với ngực thì mình sẽ trung thành với em này mãi thôi","Positive"
"Vải hơi mỏng .ko đẹp lam","Neutral"
"Mua cái thứ 3 của shop roài","Positive"
"Lần sau giảm giá cho mình nhé","Positive"
"Hàng đẹp","Positive"
"Chất lượng sản phẩm tuyệt vời","Positive"
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn","Positive"
"Chất lựng ok , nhưng size hơi to","Positive"
"Love this product","Positive"
"Đẹp nhưng mà nghe cũng k có gì đặc biệt","Positive"
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh áo cực bự luôn ạ, mua đáng đồng tiền luôn nha","Positive"
"Áo rất đẹp và Thời gian giao hàng rất nhanh Rất đáng tiền Rất đáng tiền","Positive"
"Hang khong dep nhu tui mua o cho Ben Thanh","Negative"
"V Chất lượng sản phẩm tuyệt vời áo khá đẹp","Positive"
"Màu k đẹp như mình nghĩ","Negative"
"Mình cao m65, nặng 50kg vẫn mặc xinh","Positive"
"Nên phải trả hàng","Negative"
"Mẫu giống hinh, Chất lượng ko giống hinh, mà tiền nào của đó tạm chấp nhận đc","Neutral"
"Chân váy đẹp lắm chị ạ, mặc vừa khít, cảm ơn chị nhiều, rất nhiệt tình, chúc chị bán được nhiều hàng","Positive"
"Không có giao","Negative"
"Sản phẩm đẹp vải cũng ok","Positive"
"Chất lượng sản phẩm tạm được Đóng gói sản phẩm tạm được Giá cả chấp nhận được","Neutral"
"Quá đẹp thanks shop nhìu 💋","Positive"
"Chất xấu, lớp lót bên trong quá ngắn ko giống như ảnh mẫu","Negative"
"Sản phẩm đẹp, i hình, tg giao hơi lâu xíu","Positive"
"Hic hic ngại chẳng muốn đổi đi đổi lại nữa!","Negative"
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời","Positive"
"Áo đẹp 💋","Positive"
"Hàng sử dụng rất tốt mà giá còn siêu rẻ","Positive"
"một vài chi tiết k giốg hình.mặt trong lót màu trắg chứ k phải màu đen. có lẽ hình trên là hàng SF","Negative"
"Chúc shop luôn bán đắt","Positive"
"Nhưng đợi ship hơi lâu :(((","Negative"
"Đen thôi đỏ quên đi.nhưng ksao 😊 đã sửa và mặc vẫn ok","Neutral"
"Nhập mã giảm giá hoài ko được nên đành mua luôn vậy mã giảm giá để làm gì","Negative"
"Mất chín trâu mười hổ mới mở ra được","Positive"
"Sản phẩm đẹp xuất sắc.... đáng tiền","Positive"
"Ủng hộ shop dài dài 😍😍😍","Positive"
"Giao hàng nhanh 👍 chất vải và kiểu dáng đúng như mô tả của shop 👍","Positive"
"Shop phục vụ rất tốt","Positive"
"Chất lượng sản phẩm tuyệt vời👍👍👍👍 Đóng gói sản phẩm rất đẹp và chắc chắn👍 Shop phục vụ rất tốt, nhiệt tình và còn dễ thương, ân cần, chu đáo Hàng rất đáng tiền, y hình","Positive"
"Hàng chất lượng khá tốt, phù hợp với giá tiền","Positive"
"Shop phục vụ khá tốt Đáng đồng tiền Thời gian giao hàng nhanh","Positive"
"Mùa hè nóng mặc cái này ưng dã man","Positive"
"Áo trắng hơi mỏng chất k đc đẹp, áo đen thì chấtnok hơn","Positive"
"Nón đẹp rẻ","Positive"
"Áo thiếu 1 thùa khuyết, phải tự làm mới cài đc cúc","Negative"
"Các mác áo đính trực tiếp vào thân áo đều đã bị giựt ra","Negative"
"Áo hơi nhỏ thêm mặc ko được","Negative"
"Quần đẹp có điều túi ngắn quá ko đc sâu, hình đăng & sp giống như miêu tả 👌","Positive"
"Đồ đẹp nhé shop 😍","Positive"
"Nhưng phần ren tay của mình bị rách","Neutral"
"Hàng đẹp","Positive"
"Chuẩn aith","Positive"
"Thân dài thêo 1 tí là ok","Positive"
"Gửi mẫu không đúng","Negative"
"Chất lượng sản phẩm tuyệt vời cám ơn shop nha","Positive"
"Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Chất vải hơi mỏng nhưng mặc mùa hè cũng mát ok","Positive"
"Nhưng shop tư vấn mình mặc xl bị rộng quá","Negative"
"Shop phục vụ rất tốt","Positive"
"Chất lượng sản phẩm tuyệt vời,màu như hình, ủng hộ shop dài dài","Positive"
"Shop gửi thiếu hàng","Negative"
"Chất co dãn vừa phải mặc tôn dáng dã man","Negative"
"Chủ shop nhiệt tình, đáng yêu","Positive"
"mua rồi éo dám sử dụng","Negative"
"Chất vải dày dặn, form áo lên như hình rất xinh ^^","Positive"
"Mua 2 lần đều ưng","Positive"
"Shop nhiệt tình, gửi nhầm size shop qua tận nhà đổi lại cho mình","Positive"
"Đóng gói chặt chẽ, tuy nhiên gấp đôi thảm làm thảm có nếp gấp ở giữa, không phẳng lại được","Neutral"
"Bán đồ tệ mà mắc như shit đã v còn nói bán phí hàng , s ko để tự mặc đi bán hàng thua cả đồ e bé thì quá tệ để lại mặc đi chứ bán mà nói quá lên hàng ok treo đầu dê bán thịt chó v","Negative"
"Sp giống hình, ok","Positive"
"Balo đựng đồ thoải mái, vừa laptop","Positive"
"Đáng tiền ạ","Positive"
"Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm rất kém","Neutral"
"Size nhầm lẫn có thể sửa nhưng vải mỏng dánh ko dám bận ra đường chỉ có nước bỏ đi thôi","Negative"
"Chất lượng sản phẩm tuyệt vời; mẫu mã sản phẩm đẹp; chủ shop nhiệt tình, chu đáo với khách hàng","Positive"
"Nhiều chỉ thừa","Neutral"
"Muốn đổi trả phải chịu phí 2 đầu","Negative"
"Cảm ơn shop đã giúp mình đổi size tặng shop ⭐⭐⭐⭐⭐ ủng hộ ạ","Positive"
"Chất lượng sản phẩm rất kém Đóng gói sản phẩm rất đẹp và chắc chắn","Negative"
"Quần may quá ẩu moi quần không vắt sổ te tua mất cảm tình","Negative"
"Vải nhiều chất nilon nên dày và nóg","Negative"
"Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền","Positive"
"Có v3, có đùi mặc xấu","Positive"
"Giao hàng nhanh","Positive"
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh 💋💋💋","Positive"
"Quần xem thì ổn nhưng hộp nhựa để quần rất xấu nhăn nhúm không thể đem tặng được","Negative"
"Mua hàng của shop khg lo bị lừa","Positive"
"Giao hàng rất nhanh","Positive"
"chủ shop nhiệt tình. áo siêu xinh. mình hơn 80kg mặc vẫn ok 😍😍 hàg bigsize đẹp mà hạt dẻ nữa 😚😚😚","Positive"
"Sản phẩm kém nên xem kĩ trước khi mua","Negative"
"Vải đẹp, không bị lem màu khi giặt","Positive"
"Mình khuyên a e nên mua giao hàng rất nhanh shop này làm ăn uy tin lắm cho 5s 😇😇","Positive"
"Đóng gói sản phẩm rất đẹp và chắc chắn","Positive"
"Nhưng k phải hàng hongkong mà Made in china","Positive"
"Ai đang băn khoăn thì cứ mua nhé","Positive"
"Max thơm","Positive"
"giá rẻ mà chất thì quá ok","Positive"
"Số với giá là váy đẹp","Positive"
"Sao bé qua thôi khó","Positive"
"Chất lượng sản phẩm rất kém Shop phục vụ rất kém Đã phản hồi song shop không chủ động liên lạc lại","Negative"
"Màu này có vẻ làm cho mình già đi, có thể do mình k hợp màu này, sẽ rất tuyệt cho những bạn cá tính","Positive"
"Áo đẹp","Positive"
"Cho hỏi đấy là chất nilon hay sao mà ib shop k trả lời?","Negative"
"Chất lượng sản phẩm tuyệt vời, Shop phục vụ rất tốt, Rất đáng tiền","Positive"
"Sợ đồ cho bé","Neutral"
"Áo chuẩn size và đẹp, giao hàng rất nhanh nữa","Positive"
"Tay dài ra ngắn","Negative"
"Ưng ưng","Positive"
"Quần k đẹp như trong clip","Negative"
"Tui hơi nhỏ nhưng chất lượng ok","Positive"
"Chất lượng sản phẩm của các con thì được chứ của bố mẹ quá kém","Negative"
"Hàng đẹp và chất lượng, mình rất thích sản phẩm này sẽ ủng hộ sho","Positive"
"Chất mềm và mịn","Positive"
"Đáng mua nha bạn","Positive"
"Sẽ ủng hộ shop tiếp tục trong thời gian tới nữa 😆 wait for me","Positive"
"Chất lượng sản phẩm tuyệt vời,so dep,mau rat thic,se ung ho shop lan toi....😊","Positive"
"Hơn 1 tuần mình ms nhận đc hàng","Negative"
"Áo xinh","Positive"
"Trả lời tin nhắn nhanh","Positive"
"Phục vụ rất tốt","Positive"
"Shop phục vụ rất tốt, chủ shop nhiệt tình, vải 1 lớp nhưng vậy là phù hợp với giá tiền rồi, thời gian giao hàng rất nhanh =))","Positive"
"Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh","Positive"
"Giao hàng nhanh dã man luôn cảm ơn shop","Positive"
"Ủng hộ shop❤️","Positive"
"Mọi người nên mua","Positive"
"Sản phẩm khá tốt","Positive"
"Mầu thực tối hơn so với ảnh","Neutral"
"Lần nào đặt shop cũng giao hàng rất nhanh","Positive"
"Đúng với giá khi sale 149k","Positive"
"Minh nhan dc hang roi","Negative"
"Giày sale 1k đi cực êm,giày nhìn rất đẹp","Positive"
"Tuy nhiên, sau 1 thời gian hoặc sau khi ăn xong nó trôi bớt thì màu rất đẹp, Mình thấy bám màu cũng lâu, sau khi ăn vẫn còn màu trên môi","Positive"
"Chất lượng sản phẩm tuyệt vời bookmark Positiveter cute sách đẹp","Positive"
"Nhược điểm: thời gian giao hàng hơi trễ","Negative"
"Giao hàng nhanh...chất lượng sản phẩm tốt","Positive"
"Shop phục vụ rất tốt Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Rất đáng tiền Chất lượng sản phẩm tuyệt vời","Positive"
"Ban đầu cho 3 sao","Negative"
"Chất lượng sản phẩm trên cả tuyệt vời, dày dặn dã man luôn ạ, e đặt 4 màu mặc dần luôn ạ, chị chủ siêu dễ thương luôn , sẽ ủng hộ shop dài dài hiii","Positive"
"Nhưng mình thấy mặc vào vòng 1 mình to hơn huhu","Negative"
"Shop phục vụ rất kém Đóng gói sản phẩm rất kém Thời gian giao hàng rất chậm","Negative"
"Nói chung là hợp với giá","Positive"
"Vòng đẹp lắm nhé❤ giao hàng siêu nhanh❤","Positive"
"Chất lượng sản phẩm tuyệt vời","Positive"
"Vải hơi mỏng nhưng so với số tiền là ok rồi ạ, tuy nhiên da mình hơi đen nen mặc màu hồng này k đc đẹp hi","Positive"
"Thay đổi quyết định cho shop 5 sao luôn :))) shop nói chuyện rất dễ thương, chất lượng hàng tốt","Positive"
"Vải okê đã man Chất lượng sản phẩm tuyệt vời","Positive"
"Sữa bò tươi ko đg.thơm ngon béo tự nhiên","Positive"
"Sản phẩm đáng tiền","Positive"
"Tiền nào của đó nên 0 so sánh với áo thun 40k 50k đc đâu :)","Positive"
"Lần đầu tiên mình mua hàng mà đánh giá shop nhưng thật sự thất vọng, Form ko đẹp, chất vải ko đáng tiền","Negative"
"Chất lượng sản phẩm tạm được Đóng gói sản phẩm tạm được Thời gian giao hàng tạm được Shop phục vụ rất tốt Không đáng tiền","Positive"
"Balo nhỏ nhỏ nhưng đẹp lắm ạ.","Positive"
"Sản phẩm này dùng không được không giống như lúc quảng cáo","Negative"
"Sp đẹp và có độ co giãn tốt sẽ ủng hộ shop thêm","Positive"
"Vận chuyển tốt.tới tay người dùng nguyên vẹn","Positive"
"Kiểu dáng đẹp , vải củng đẹp nữa","Positive"
"Màu sắc, dáng áo ok, chất hơi nóng, tay hơi ngắn","Positive"
"rất hài lòng!!!","Positive"
"Chất lượng sản phẩm được","Positive"
"Chất vải mềm đẹp 2 lớp như ảnh","Positive"
"Shop gói hàng kĩ ghê, xé hơi mệt","Positive"
"Shop tư cấn nhiệt tình, sẽ còn ủng hộ nhiều","Positive"
"Sẽ còn ủng hộ shop dài dài :*","Positive"
"Va bi ho chi 3cm","Negative"
"Sẽ tiếp tục ủng hộ shop","Positive"
"Giao hàng cũng nhanh nữa","Positive"
"Rất hài lòng","Positive"
"Nhưng với giá tiền như vậy chất lượng nón khá ok rồi","Positive"
"Giao hàng nhanh , chất lượng vải tốt <3","Positive"
"😍😍😍 mua về cái bịt mắt đi ngủ luôn. 1 giấc ngon lành","Positive"
"Vì em gối mây mà mua combo này, dễ thương hết sức :D","Positive"
"Hàng đẹp, nhưng from hơi nhỏ, mọi người mua nhớ trừ hao 1 size","Positive"
"Chưa bao giờ mua hàng mà hài lòng như lần này Chất lượng sản phẩm tuyệt vời","Positive"
"Coi như bỏ tiền mua áo rách vậy","Negative"
"Thời gian giao hàng rất nhanh.Chất lượng sản phẩm tuyệt vời.đường may rất chắc chắn","Positive"
"Đường may ko đẹp lm","Neutral"
"Áo rộng thùng thình thô","Negative"
"Sản phẩm đẹp và cách shop tư vấn rất nhanh và nhiệt tình!!","Positive"
"Đẹp..chất","Positive"
"Đúng trong tầm giá","Positive"
"Quá ngắn 1m58 mà mặt ngắn hỏn luôn","Negative"
"Mình 50kg cao 1m56 mặc size S vẫn ok á","Positive"
"sẽ ủng hộ dài dài","Positive"
"Chất liệu mềm mịn","Neutral"
"Shop phục vụ rất tốt","Positive"
"Giao hàng nhanh","Positive"
"Chất lượng sản phẩm tuyệt vời","Positive"
"Giao hành nhanh sản phẩm tốt đúng màu","Positive"
"Không trả lời tin nhắn,mình không hiểu lý do","Negative"
"Chất lượng sản phẩm rất kém Chất lượng sản phẩm rất kém khuyên không nên mua","Negative"
"Với giá này thì áo nhứ thế là tuyệt vời rồi","Positive"
"Vải hơi mỏng, đường may ko chắc chắn lắm","Negative"
"Chuẩn bị hàng lâu","Negative"
"Gấu rất đẹp,đáng tiền","Positive"
"Sẽ ủng hộ shop thêm","Positive"
"Thái độ như vậy cho thấy cách hành xử rất kém","Negative"
"Vải thua cả vải đồ e bé","Negative"
"Chất lượng sản phẩm tuyệt vời sản phẩm cực đẹp luôn","Positive"
"Cảm ơn chị rất nhiều ❤","Positive"
"Vải thô cứng","Negative"
"Rất ưng 😊","Positive"
"Cảm ơn shop ạ, túi giống y hình, rất đẹp và ưng ý ạ","Positive"
"Lấy áo về ưng lắm ạ ❤️ cất vải đẹp giao hàng nhanh tư vấn nhiệt tình lắm nhé 😍","Positive"
"Chất lượng sản phẩm tốt Đóng gói sản phẩm chắc chắn Shop phục vụ khá tốt Đáng đồng tiền Thời gian giao hàng nhanh","Positive"
"KHÔNG NÊN MUA CỦA SHOP","Negative"
"Nói chung là áo ko đẹp như quảng cáo","Negative"
"Sẽ ủng hộ shop","Positive"
"Lừa đảo treo đầu dê bán thịt chó moi người dung mua ma bi lua","Negative"
"Iu shop ^^","Positive"
"Tiền nào của nấy","Neutral"
"Tặng shop 5 sao +","Positive"
"E sẽ ủng hộ shop dài dài ạ","Positive"
"Vận chuyển chậm.Bị dính bẩn làm xấu cặp","Negative"
"Đóng gói đc","Positive"
"Áo dày thật","Positive"
"Nàng nào phẳng phiu mặc đẹp","Positive"
"Áo đẹp, đóng gói xinh và gọn!!","Positive"
"chất lượng kém Shop phục vụ rất kém","Negative"
"Chất áo kém","Negative"
"Mình mua 3 kg và mới bóc đc 1,5kg mà đã hỏng đến từng này","Negative"
"Thời gian giao hàng rất nhanh","Positive"
"Chất k được mịn, cầm vào thấy như mấy loại quần rẻ tiền ngoài chợ","Negative"
"Giày đẹp hộp cũng không méo :33 Hàng giao nhanh khủng luôn mới hơn một hôm đã có hàng rùi hí hí❤️","Positive"
"Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Chất lượng sản phẩm tuyệt vời","Positive"
"Giày rất đẹp nhưng khi em khui hộp xem giày thì dây giày bị bẩn 1 số chỗ và gót giày cũng vậy 😢😢 Nhưng không sao ạ","Positive"
"Nen mua","Positive"
"Chat ko nhu minh mong.mua 6cai bi Rạch mot cai nhe sop.giao hang nham sai nua ah","Negative"
"Shop giao ko đúng size","Negative"
"Chủ shop vui vẻ nhiệt tình","Positive"
"Quần chất đẹp","Positive"
"Thái độ không tốt, nhắn tin shop không trả lời, đã trả lại","Negative"
"Bộ chặt","Negative"
"Thật Sự Thất Vọng","Negative"
"Hàng khá là ổn","Positive"
"Cứng mà mỏng","Negative"
